        e0     rho0         k0          q0        j0         l0       ksym0
-15.995736 0.152745 229.284334  480.707590 31.228178  43.415515   13.428850
-15.995736 0.152745 229.284334  480.707590 31.228178  43.415515   13.428850
-16.038991 0.153922 306.795260  262.014202 32.728406  38.476560 -221.133613
-15.847734 0.162802 213.830508  112.692926 29.817638  70.289581  100.898368
-16.036506 0.154564 240.756556  152.765422 33.195061  39.146153 -136.875573
-15.882826 0.151258 181.499938  121.849097 29.321282  45.319482  -23.897447
-16.069511 0.166086 229.482238   24.260201 33.868004  70.900048   29.669134
-16.000743 0.166549 271.418706  442.189599 30.910336  54.662613  -85.302299
-15.765811 0.156236 230.196002  599.419241 34.132260  59.361850  136.493103
-16.155780 0.161710 186.762302    5.075549 30.132848  72.529530   -2.843471
-15.812634 0.161107 222.714450  110.497963 35.237833  64.194026    3.263036
-16.057619 0.158576 261.195236  334.799121 34.650449  58.388042 -110.912085
-16.033266 0.158617 222.381605  120.329604 32.644196  61.221114  -91.714556
-16.200137 0.165843 268.761088  460.836469 33.284300  59.785807   46.581998
-15.875467 0.156641 177.961387  -20.017380 32.974216  68.827643  -37.678895
-15.671727 0.157391 227.091341    4.440360 31.478319  48.154016 -120.975104
-16.135405 0.155360 193.205653   52.081452 35.906929  70.675747    6.928502
-16.260855 0.166376 208.299460  111.015216 33.244605  74.249185  293.776281
-15.937064 0.159731 228.248136  452.576297 33.201756  86.674259  124.221306
-15.755963 0.160464 250.464588  484.825754 32.199856  46.578250  -90.432799
-16.282372 0.163770 214.183900  -82.760036 33.998252  49.730747 -131.551363
-16.139855 0.155272 193.061981   68.042107 33.030642  60.446674  -23.212006
-16.118225 0.159738 193.217051  379.991876 35.245223  65.847311  -32.213376
-15.684214 0.159564 248.438458  574.976604 32.678201  54.510364   69.325693
-15.807848 0.163539 265.650958  233.275003 35.778498  61.186206  155.248828
-16.255429 0.159011 252.828542  536.613882 33.365505  46.140001  -93.016771
-15.888964 0.158887 256.537608   35.416075 33.487054  41.056000 -162.933824
-15.857752 0.167072 262.908163  481.384373 36.093667  55.642835   -9.331491
-15.646686 0.156460 239.395822  664.824665 34.244921  40.347702    4.909202
-16.077231 0.162966 195.330188  -30.566270 29.426487  50.475378  -29.504890
-15.986776 0.163958 255.293398  374.253963 31.201149  73.283214  -10.546480
-16.227914 0.158169 248.176481  278.146573 36.517112  53.708842 -111.919976
-16.227914 0.158169 248.176481  278.146573 36.517112  53.708842 -111.919976
-15.797492 0.162769 266.977216  614.298794 31.027479  82.342859   -9.746146
-15.971052 0.155969 218.329576  164.830503 34.419875  61.413390  -82.499329
-15.908904 0.161761 249.661175  338.638549 31.197164  51.875528   15.170828
-15.317880 0.157233 234.460515  525.108934 31.745354  75.674884   65.931470
-15.837551 0.162224 196.345229  484.884406 31.707596  79.828708  140.417394
-16.044091 0.160146 236.494634  200.578340 34.643767  68.546111  108.562076
-16.607804 0.156974 247.531978  487.172724 33.283153  68.471647   50.638612
-15.863311 0.170422 243.410218   -2.683260 33.278033  61.606697   57.684411
-16.422085 0.159256 236.716705  128.279383 32.866128  52.090765 -174.445684
-15.896832 0.158572 171.484479  -24.480642 33.042415  43.440209  -47.563866
-16.241624 0.159040 221.420424  181.455804 34.298058  56.434541  -40.393790
-16.148910 0.159330 209.712001   98.841977 29.703813  51.486768   15.442105
-15.893308 0.158865 194.187753  277.119908 33.353907  56.173605  -81.885928
-15.734214 0.163250 262.940147  443.237314 33.807628  52.642815  -99.741480
-16.289730 0.165532 261.678518  327.055830 33.118055  71.845763  -36.031790
-15.861420 0.159974 154.136338  -12.079516 32.185356  81.130583   33.311777
-15.961935 0.157302 284.457300  664.505024 31.067184  59.636886  -72.935001
-16.110645 0.162353 213.956822  -41.685483 35.590309  49.931722 -156.902616
-16.174128 0.158954 257.712352  306.285518 35.639062  72.176398 -105.664658
-16.087955 0.162017 220.933671   16.583452 33.809363  52.099652 -100.464301
-16.142445 0.157710 194.592202  226.005168 32.101949  78.594815   15.553047
-16.786074 0.152029 196.042143  281.492781 32.662498  51.241477  -97.425269
-15.889131 0.157720 188.658755  527.040135 36.023927  77.451899  185.267904
-16.401081 0.162196 159.063605  204.633317 34.611089  77.375749   44.990431
-15.998198 0.157758 297.369845  303.390757 28.564890  58.380108 -114.052709
-15.744842 0.161863 239.380501  297.270083 32.844490  53.691830  -25.645906
-15.861374 0.163537 212.327903  774.134491 32.834558  75.348505  164.056059
-16.285097 0.158626 187.941252  383.684248 32.407724  84.455637   96.664180
-15.661234 0.159098 166.382117  187.256063 34.601357  69.429945  -18.658342
-15.953736 0.159429 287.162995  749.313749 31.577619  60.195885  -49.656130
-15.918134 0.164401 176.984937   46.528461 32.068519  83.645397   77.976988
-16.142680 0.161494 165.991346  181.721066 31.773274  40.979149   14.333917
-15.671392 0.161532 215.635028 -130.154555 33.260470  66.554869 -144.129584
-16.046067 0.164766 208.589660  447.439425 30.216687  49.756426  -31.391127
-16.170262 0.162776 251.236299  366.073024 29.493591  49.935980  -81.538284
-16.054387 0.161759 225.699260  351.143106 34.244067  38.905621  -91.861363
-16.220604 0.166727 232.570837  152.497777 31.844530  62.071188  -45.523029
-15.868262 0.160464 261.402202  668.520731 32.946989  76.302238   32.616038
-16.067308 0.157640 279.800311  210.050281 32.263268  47.095715 -205.192162
-16.221054 0.153911 250.294902  411.741365 32.771689  71.899838  -84.987644
-15.633448 0.162709 233.965422  173.775895 32.822369  54.129407   -7.362989
-15.973493 0.164009 244.727614  223.426804 36.032593  57.229244    2.125655
-15.676527 0.165182 238.444934  423.150288 35.856507  42.320345  -94.887583
-16.112094 0.165907 218.614855    2.469395 30.823365  63.923642  -68.023618
-16.045342 0.162504 210.141498  324.863232 32.182713  40.084660  -63.366913
-16.064460 0.154274 264.408378  371.046636 31.309350  52.399980 -108.491018
-16.021463 0.158250 236.175258  338.791729 33.961706  46.098073  -87.592692
-15.698032 0.167445 232.606744  187.107849 30.457448  61.552470  -58.968048
-16.439815 0.163607 204.899151   38.028603 34.435674  44.077181  -76.281652
-16.024105 0.164842 216.235519  661.924470 31.545216  77.963493   83.062585
-16.289489 0.169083 211.377526  209.354464 36.193675  42.336882  -45.449524
-16.205000 0.158420 216.391511   39.069707 29.853661  40.745386 -106.832542
-15.745128 0.162127 251.112785  396.008007 31.380044  66.539124   77.304361
-15.898540 0.160042 223.363433  190.320921 32.456968  79.153637  -98.859155
-15.821219 0.161909 254.997426  756.911250 30.362490  60.580978  109.827783
-15.993294 0.152399 237.147073  407.198286 34.056913  53.625208  -13.180680
-16.305059 0.159818 270.930808 -126.742632 33.416677  48.493674 -263.044498
-16.060720 0.165347 168.530870  165.061070 30.665872  68.409488  -10.666675
-15.731080 0.158834 232.199927  558.992315 33.000644  52.868878  -87.603317
-16.141565 0.163130 253.349451  327.327461 34.634681  51.328958   94.493197
-16.247605 0.166316 222.347207  128.318643 28.888710  70.308066  137.091728
-15.617268 0.157365 177.238846  451.959070 31.199800  70.328482  180.373032
-16.307776 0.154314 230.423018   33.217758 33.326346  39.384375 -173.850428
-15.900554 0.156718 203.877987  247.527744 33.313269  34.652956  -44.222829
-16.113923 0.158269 267.943852   47.110828 34.268911  39.060886 -199.063369
-15.904325 0.161210 252.196513   20.220775 31.574591  44.377144 -149.197553
-16.102001 0.149910 191.286958  234.255533 33.219500  63.622052   -0.615022
-16.102001 0.149910 191.286958  234.255533 33.219500  63.622052   -0.615022
-15.869256 0.156823 240.669988  400.776965 31.929329  54.234751  102.753629
-15.737268 0.163784 179.836526  285.096525 31.823669  81.048546  180.870739
-15.737268 0.163784 179.836526  285.096525 31.823669  81.048546  180.870739
-16.113934 0.156296 207.579094  668.390111 30.126230  71.553435  125.704660
-16.176529 0.161085 268.663606  560.640317 34.839830  51.962306 -117.259730
-15.936074 0.152768 225.332561  540.640938 34.591927  35.519719  -35.213681
-15.531531 0.162862 194.227826 -144.398666 31.382778  52.754064  102.696405
-16.142740 0.158326 231.604188  302.705432 34.193003  75.218330   64.161281
-16.361321 0.156227 243.765540  353.366561 33.883976  62.336980  -50.360719
-15.829236 0.161964 214.928423  424.771242 30.217893  85.234808   82.582277
-16.043495 0.156380 177.026156  -83.657350 32.546135  56.431996  -51.828587
-15.685954 0.154014 229.421721 -151.130952 31.331838  39.589323 -173.795215
-16.297972 0.162268 257.197799  428.400298 31.400620  51.025684  -91.151486
-15.776872 0.162837 234.216977  -21.014198 30.428007  46.451217 -165.172243
-16.155111 0.154031 251.276986  555.038030 33.420392  62.945749  -39.803414
-15.810835 0.164285 250.374457  292.750244 32.805498  58.840543  -27.967970
-16.234158 0.161388 212.388395  270.256311 32.917207  59.021472 -104.552432
-16.043918 0.154906 228.765825  609.343946 30.829073  39.483109  -37.852289
-15.675002 0.154096 206.138885  258.944272 34.646671  53.578444 -119.858824
-16.092436 0.159209 271.019014  615.171476 33.113528  51.135055  -93.729481
-15.503824 0.153016 222.107059  248.096686 35.218206  52.239741  -25.890648
-15.636634 0.163297 231.373150   -3.400331 32.588868  52.316503 -124.712725
-15.788011 0.161015 230.037091  407.096160 31.214029  83.234218   17.015622
-15.689055 0.161835 250.927464  326.317161 32.456145  67.731296  -23.783484
-15.592397 0.154183 175.004608   84.501180 34.804677  70.157186  122.938135
-15.942681 0.166056 249.856990  306.227428 33.820599  54.036135   -5.233363
-15.690151 0.152845 297.101010  265.539478 35.293112  41.393992 -220.052199
-16.243629 0.152711 287.809118  488.191737 32.773299  47.499083 -149.495515
-15.892138 0.161151 267.435643  415.733274 32.383426  62.396213  -90.426630
-15.999251 0.162311 223.053586  193.634880 32.007454  67.306492  -39.471568
-16.233462 0.158033 266.188677  320.967536 32.131572  47.948470 -165.211614
-15.711629 0.165407 227.342376  750.670923 30.732909  80.045318   54.067739
-15.871238 0.161003 135.270196 -232.914332 31.639659  76.152111  102.397375
-15.736984 0.161852 234.115437  887.948937 31.880097  73.118476  159.788373
-15.798110 0.163862 239.502860  291.259787 32.237087  58.898763  -67.754347
-16.251145 0.165390 224.031990   78.711929 34.035316  71.651274   -7.639275
-16.425567 0.159554 241.114109  246.557940 31.682624  45.961365 -109.570408
-16.074361 0.159278 188.446041  -60.599000 34.067198  60.569937  -40.689370
-16.341023 0.173591 244.456036  179.281775 31.954150  51.844816   77.907499
-16.091044 0.157946 214.107397  263.056595 34.026978  81.204328   71.169014
-16.083248 0.164097 197.447698  330.888239 31.590869  61.658593  -40.107873
-16.338663 0.156944 201.995559  243.624193 33.071270  79.509631   76.159370
-15.581217 0.159233 271.695698  793.666829 34.960266  60.173840 -120.040105
-15.849471 0.161299 252.558546  214.451034 32.906689  52.012416   91.441266
-15.810136 0.159436 246.757089  155.623782 31.535254  47.415388 -162.361836
-15.953187 0.159273 197.606852  161.964781 33.959341  72.921427  228.075756
-16.238949 0.161735 175.274617 -143.560140 31.813989  49.144355   10.882345
-15.802846 0.160704 216.759459  -62.196378 30.900918  46.262652 -140.804617
-16.089903 0.159192 259.976262 -188.043237 32.506780  42.671845 -206.070828
-15.980524 0.161461 266.219632  642.444326 32.096677  61.879989 -111.758044
-16.447025 0.155927 208.439370  146.764914 31.620001  55.293571   23.880024
-16.277591 0.154352 238.588091  515.208673 31.630493  72.008823    7.005714
-16.486598 0.162335 209.948132   86.319054 30.392114  66.424408  -39.348812
-16.354272 0.163215 224.497134  548.062468 31.912650  44.704603  -45.813866
-15.957406 0.166308 279.685398  685.562615 35.815411  55.939661  -47.707959
-16.264689 0.161529 214.087177  223.766073 31.422803  61.076359 -112.099129
-15.889484 0.157724 207.926512  284.166131 31.854762  43.730026  -87.086740
-15.998779 0.162886 268.101403  443.460070 31.328581  58.020329  -80.807058
-16.430166 0.152306 245.155958  524.163055 33.208130  62.789814  -36.909557
-15.551391 0.146389 206.402505   -8.682575 35.247278  40.790361 -201.864808
-16.010752 0.155555 191.317952  196.920403 30.401592  45.084577  -84.071819
-15.925723 0.158534 250.918420  243.919513 31.187220  54.038469   59.087279
-15.961294 0.158534 191.326279   34.628555 32.248224  65.602267   69.994347
-15.618467 0.157291 234.288816  551.020983 34.839922  57.149652  111.556906
-15.653038 0.146903 182.160213   91.486703 35.017048  45.529290   20.133462
-15.653038 0.146903 182.160213   91.486703 35.017048  45.529290   20.133462
-15.940779 0.157960 258.947074  747.779414 31.721024  46.585261  -47.654533
-15.940779 0.157960 258.947074  747.779414 31.721024  46.585261  -47.654533
-15.912074 0.160874 209.827085  143.471084 32.393895  66.441269  -28.750549
-16.281965 0.164666 243.034740  355.703692 32.263919  55.990626 -111.029512
-15.779832 0.156684 178.143222  -51.080017 31.032694  52.689735  -55.014702
-15.779832 0.156684 178.143222  -51.080017 31.032694  52.689735  -55.014702
-16.289734 0.151134 204.629414  159.634581 33.310505  56.736368  -90.963975
-15.853629 0.157334 193.034857  162.099771 31.759871  72.718996   32.555332
-16.138787 0.157865 205.274667   78.591507 31.135671  53.085898   19.721223
-15.868586 0.154625 279.908860  123.576163 35.105332  38.978971 -212.137616
-15.958838 0.164962 246.349099  400.698457 33.113884  84.844376  133.877812
-16.203015 0.165338 237.912624  -72.490179 31.710304  57.868502 -140.848061
-16.057587 0.166018 278.605635  569.846216 30.574189  55.522522  -61.953362
-16.057587 0.166018 278.605635  569.846216 30.574189  55.522522  -61.953362
-15.883268 0.166780 246.578699  174.082589 34.015812  51.116696   74.786477
-15.883268 0.166780 246.578699  174.082589 34.015812  51.116696   74.786477
-15.999130 0.163533 234.585383  734.172157 30.151109  82.874312   57.072171
-16.362866 0.155121 232.562312  482.113341 31.062714  49.108091  -94.284390
-16.083318 0.171045 196.527874  179.135707 32.375160  72.092310  -57.401058
-16.083318 0.171045 196.527874  179.135707 32.375160  72.092310  -57.401058
-16.289434 0.159480 217.603050  180.706124 31.659063  62.580258  -62.115150
-15.848235 0.158611 251.542011  626.740771 31.526363  48.207195  -68.124941
-15.643347 0.172405 236.695389  394.000051 36.202525  83.505290  263.997433
-16.121134 0.162117 235.945008  166.393789 35.455734  68.039534   64.395989
-16.121134 0.162117 235.945008  166.393789 35.455734  68.039534   64.395989
-16.191501 0.160080 234.377726  364.394210 31.996933  45.324932  -83.465695
-15.971833 0.163182 304.303077  526.093456 32.778866  51.206666 -158.663089
-15.669412 0.154225 223.130685  307.828431 31.528050  45.684534  -67.374591
-15.998995 0.157232 195.300350  242.082870 32.535342  47.360063  -81.185508
-15.764022 0.170987 243.540379  225.055928 31.599114  65.279728  -58.937180
-16.309329 0.163097 183.990854  233.383781 32.438428  86.249336  111.486918
-16.151099 0.164918 194.287407  317.996200 32.966631  76.010684  250.175270
-16.151099 0.164918 194.287407  317.996200 32.966631  76.010684  250.175270
-16.145099 0.159242 154.043093  123.750874 33.209590  76.347802    9.129233
-15.430227 0.168085 233.712405  159.074806 32.026009  74.675176   -8.148020
-15.990011 0.162071 215.501436  452.777181 30.511906  79.873080   45.411191
-15.555419 0.156489 247.799837  529.715111 33.714991  59.429160   -6.647561
-16.082317 0.161403 203.844005   41.049712 32.034247  57.844159  -14.219745
-15.804900 0.168036 247.327760  151.488510 33.769805  63.845465    1.966189
-15.839775 0.155275 241.488212  374.552193 32.758175  57.463394   -3.962685
-15.838097 0.171155 194.354296  -62.486378 30.426213  80.169703   48.322582
-15.660340 0.154149 234.923428  688.029170 30.430542  52.105611  -63.312730
-15.872486 0.156778 236.302804  419.838024 33.701256  70.165048  160.733187
-15.458830 0.160663 229.633650  289.174885 33.528990  42.755293   81.787202
-16.058773 0.156748 261.719991 -297.266612 31.732546  41.322960 -284.404630
-15.611718 0.162125 210.059177   75.709054 33.688415  61.493039  -49.117163
-15.925057 0.159552 201.394877  134.580808 30.995294  64.973384  226.594955
-16.070243 0.159783 232.928481  142.238119 32.848456  57.273689 -102.167704
-16.070243 0.159783 232.928481  142.238119 32.848456  57.273689 -102.167704
-15.937460 0.160942 237.460699  525.867290 32.770066  44.489346   50.135802
-15.809334 0.161604 234.949845  260.104703 33.946032  64.808768  -50.316670
-15.946957 0.169852 235.791308  150.691382 35.996554  52.615309    4.854199
-15.946957 0.169852 235.791308  150.691382 35.996554  52.615309    4.854199
-16.202221 0.165026 213.877223  133.176546 31.665578  43.846841  -60.764310
-16.010918 0.158252 162.361515   45.728182 32.788661  40.467992   34.503026
-16.031710 0.157241 213.903517  203.421070 32.820563  68.979481  117.926287
-16.239636 0.162582 238.788799  392.040860 33.960175  54.537060 -113.625385
-16.033196 0.161783 243.278973  319.843620 31.199460  63.048777  -54.491161
-15.897448 0.159771 168.462848 -232.321325 34.380503  45.956363   76.336579
-16.104874 0.148549 190.133117  590.200754 32.512008  71.359058  125.518563
-15.977108 0.159327 226.661808  187.184303 33.681545  67.685646   69.671008
-15.928578 0.160119 259.913736  335.013660 31.440253  49.435461 -116.602710
-15.800955 0.168357 220.459076   88.731380 34.562729  77.961975  245.696149
-16.370154 0.154380 269.774372  865.619142 33.750418  48.083979  -76.623257
-16.250954 0.166574 240.058322  194.741815 34.544918  73.977236   11.052403
-16.332731 0.161734 183.110396  524.008383 32.861786  63.611746  113.487783
-16.453995 0.158667 200.741181   54.754132 33.304984  49.701221   -5.971306
-16.240760 0.148906 252.681099  572.374669 31.322977  62.617871  -60.995804
-15.535511 0.164481 188.799480  -46.186698 33.019467  79.117294   93.351744
-15.918290 0.166664 261.215576  529.209050 33.075178  49.398471  -62.547954
-15.904484 0.166170 185.986161  540.091300 30.934643  58.041925  116.999863
-15.985715 0.154261 206.590459   24.978950 31.868076  48.634464 -112.429342
-16.018744 0.154359 178.893567  -10.827145 34.321171  60.276771    7.960157
-15.948992 0.156017 220.529913  339.823164 32.697677  71.823711  162.370817
-15.803736 0.164668 257.277259   31.856252 33.490338  66.350572 -153.815101
-15.726424 0.156510 223.315606  389.845813 34.974178  76.690489  166.131169
-16.372786 0.156544 208.275763  135.751169 33.088307  57.519148    6.974329
-15.676279 0.162293 198.792597   50.163896 30.735655  71.822314   32.931921
-16.282265 0.155553 232.479888  193.103178 33.155017  44.325188 -145.408720
-16.282265 0.155553 232.479888  193.103178 33.155017  44.325188 -145.408720
-15.583576 0.161034 250.218501  133.592533 30.870823  44.630075 -150.493926
-16.231236 0.159730 268.197212 -130.098683 32.242065  39.307314 -220.944980
-15.818638 0.167157 240.727381  515.181315 29.561657  42.717046   93.120703
-16.037561 0.155776 203.875320  191.633868 32.278254  47.017308 -108.103464
-15.731092 0.157661 241.357221  284.193291 32.719861  64.614123   50.650484
-15.865349 0.163169 243.126258  162.297419 31.663142  64.024831   53.152058
-15.865349 0.163169 243.126258  162.297419 31.663142  64.024831   53.152058
-16.059374 0.164889 239.164194  245.301417 33.590393  53.318824   20.160087
-15.595807 0.160368 275.881536  570.709113 32.326114  77.702766 -123.621910
-15.595807 0.160368 275.881536  570.709113 32.326114  77.702766 -123.621910
-16.280053 0.161814 277.353459  580.763534 31.534132  53.564980 -131.153212
-16.280053 0.161814 277.353459  580.763534 31.534132  53.564980 -131.153212
-15.693132 0.174270 236.414947  118.863558 31.510508  55.347556    8.894473
-15.774794 0.156416 191.558263  171.978763 33.087683  72.381717  -39.100795
-15.774794 0.156416 191.558263  171.978763 33.087683  72.381717  -39.100795
-16.190137 0.157872 251.465465  384.641424 35.056958  66.012805  -83.527046
-16.190137 0.157872 251.465465  384.641424 35.056958  66.012805  -83.527046
-15.854653 0.161361 199.101377   68.635270 31.963583  63.635715  -12.558018
-15.854653 0.161361 199.101377   68.635270 31.963583  63.635715  -12.558018
-16.063339 0.158858 211.883283  197.231295 32.964806  59.666190 -130.577039
-16.212196 0.162487 256.899401  325.664292 33.952489  52.548526 -113.027425
-16.212196 0.162487 256.899401  325.664292 33.952489  52.548526 -113.027425
-15.957569 0.154649 220.922281  321.296746 32.495517  46.369355  -61.937245
-15.752635 0.156122 192.477257  436.253930 31.645162  45.663577  -45.558132
-16.062191 0.160486 207.488075  -25.460172 34.946309  52.004084 -123.849942
-16.066568 0.154899 252.986931  832.684685 31.861064  81.720886  -15.275838
-16.224292 0.169405 227.641392  174.261217 31.643968  52.916364   -5.693183
-16.105454 0.160089 248.006948  251.210355 32.639627  61.293437   64.729985
-15.739296 0.157634 283.594318  573.201724 30.981144  55.111497 -106.791944
-16.279447 0.158546 250.246622  442.661433 33.580748  57.276269   -7.552633
-16.048581 0.160062 174.643276  163.462881 33.297775  53.382955  -22.864408
-16.118692 0.159775 244.748817   75.779439 30.315228  42.150469 -144.187687
-16.270016 0.165674 206.706134   78.325569 31.444232  41.531421   43.618158
-16.153903 0.163215 291.455490  600.333022 33.382007  68.470866  -91.566552
-16.335627 0.163852 254.710561   91.585448 31.086462  46.702791 -161.696003
-15.703689 0.156360 213.707164  136.531993 30.449214  59.915077  -89.032455
-16.221281 0.153802 231.426890  440.949343 35.169267  44.728563 -120.942190
-15.706090 0.164197 251.756246  621.288895 32.146770  84.183419   53.240534
-16.143006 0.164601 229.327001  769.772262 37.872201  42.502406  -35.992290
-15.716042 0.156499 206.976858  180.131197 32.275034  41.084513  -83.543194
-16.006983 0.166093 249.570913  175.997309 33.686180  69.250949   42.821899
-16.006983 0.166093 249.570913  175.997309 33.686180  69.250949   42.821899
-15.773025 0.159184 216.095288  247.066157 32.928830  77.886301   56.039228
-16.161540 0.160693 244.086077  416.793830 31.092870  69.601106   67.035683
-16.458979 0.164050 207.884359   57.653759 31.236656  64.984385   40.103675
-15.772671 0.156018 248.445775  758.317794 32.499638  51.740836  -71.578420
-15.724864 0.168082 219.503234  -66.404817 32.311390  72.042563  140.982589
-16.179499 0.160689 257.642164  506.679227 33.558757  60.441315  -12.047411
-15.979698 0.158396 209.230342   21.735049 34.669133  56.034137 -100.489000
-15.443498 0.164927 240.987599  213.985046 35.060756  48.795910 -117.334862
-15.945528 0.162594 249.143837  305.625133 34.174960  72.578329   15.812286
-15.948185 0.164025 182.450435  361.240640 33.099674  77.975366  111.007749
-15.948185 0.164025 182.450435  361.240640 33.099674  77.975366  111.007749
-16.418024 0.162605 211.179801   27.846111 35.091311  56.844981  -19.775209
-15.516483 0.148179 211.505957  319.139225 32.968304  48.144984   -6.220425
-15.874755 0.158593 176.602580 -135.424086 36.950270  56.672725    5.725688
-15.874755 0.158593 176.602580 -135.424086 36.950270  56.672725    5.725688
-15.391537 0.159320 247.781188  450.174988 32.757763  60.150026  -32.164569
-15.391537 0.159320 247.781188  450.174988 32.757763  60.150026  -32.164569
-15.975398 0.159973 216.212744  129.271574 33.588040  55.154705  -69.379639
-15.773351 0.163819 232.999930  267.799449 32.306895  80.347515  179.903034
-16.082139 0.160088 186.337260  137.939644 32.279258  76.586273   24.518675
-16.003316 0.157076 204.477301  208.280710 27.922592  60.756608   43.481449
-16.141704 0.169658 200.540737  585.861415 31.286660  55.553399   50.444183
-16.141704 0.169658 200.540737  585.861415 31.286660  55.553399   50.444183
-15.810612 0.164585 198.164463  -39.421302 33.985871  62.371104    2.672283
-16.010698 0.161480 185.688603  350.131695 30.529332  60.411631    2.521584
-16.010698 0.161480 185.688603  350.131695 30.529332  60.411631    2.521584
-15.736275 0.163459 237.105314  353.890878 33.101137  80.995707  185.629687
-15.736275 0.163459 237.105314  353.890878 33.101137  80.995707  185.629687
-15.898239 0.168695 225.686134  122.685233 33.956241  49.698251    5.773208
-15.898239 0.168695 225.686134  122.685233 33.956241  49.698251    5.773208
-15.604121 0.164582 188.834798  -38.471302 32.375056  75.918758  135.763463
-16.086768 0.161294 257.826008  455.066518 32.855538  67.980889  -43.758399
-16.372360 0.161600 197.914270  103.066308 34.203824  76.009435   36.929451
-16.061204 0.161294 238.598041  196.342647 29.704085  45.436595 -123.929641
-15.762113 0.165448 221.107308  167.687394 32.548270  48.280979  -92.206976
-16.398347 0.162429 257.088544  582.211360 33.102945  75.670050   51.728016
-16.398347 0.162429 257.088544  582.211360 33.102945  75.670050   51.728016
-16.156862 0.170682 220.076823  -47.630609 31.284004  63.694906   51.831078
-16.121446 0.151660 239.710160  353.433755 31.791354  61.242042 -136.455060
-16.168485 0.157230 202.490097   40.386328 35.496456  56.445161  -11.884601
-16.168485 0.157230 202.490097   40.386328 35.496456  56.445161  -11.884601
-15.582612 0.156061 232.810757  -63.371144 34.574168  53.034201 -166.069805
-15.582612 0.156061 232.810757  -63.371144 34.574168  53.034201 -166.069805
-15.973872 0.160044 177.856771  245.216097 33.949239  64.223823  -11.225589
-16.228082 0.162008 188.316856  282.682438 33.478753  49.648198  -34.593824
-15.900755 0.165016 250.228414  443.241169 32.181037  85.409553  -50.580273
-16.311517 0.163301 232.651160  200.607654 35.185911  52.860603   37.029631
-16.433389 0.166334 248.899697  296.259948 33.632817  66.165236  -50.335897
-16.433389 0.166334 248.899697  296.259948 33.632817  66.165236  -50.335897
-15.795017 0.166268 265.568391  515.604041 35.114643  74.113446   95.286546
-15.795017 0.166268 265.568391  515.604041 35.114643  74.113446   95.286546
-15.831165 0.158953 220.139207  192.053855 34.573900  60.713414  -17.723642
-16.002605 0.158165 216.784772  108.413453 32.661639  63.195784 -105.800653
-15.910926 0.156649 244.546297  394.548763 30.182975  59.639004  -53.381004
-16.246551 0.162708 202.711556   41.565994 31.080120  61.550557  -15.320557
-15.859901 0.168458 225.334399  230.440468 32.074075  90.236254  176.450301
-15.859901 0.168458 225.334399  230.440468 32.074075  90.236254  176.450301
-15.843463 0.166071 215.167473   75.810894 32.418844  54.751264    1.773143
-15.833656 0.164606 237.245652  242.881188 33.059297  81.133961  151.259481
-16.000566 0.152914 179.580096  483.932670 26.976182  44.663580   13.078524
-16.000566 0.152914 179.580096  483.932670 26.976182  44.663580   13.078524
-15.789674 0.168218 231.067726  302.234834 35.515262  44.269336  -61.469311
-15.803379 0.153716 194.557452  415.317018 31.111808  30.971580  -47.747601
-16.204785 0.160783 232.525453  327.020176 31.232514  71.963998  107.946342
-16.191291 0.155447 173.759532 -132.590818 33.082444  53.978877 -101.647710
-16.339708 0.166686 265.224088  381.333126 32.871453  72.354914   -4.941952
-15.848606 0.160668 211.629483   29.522812 31.578490  58.145064 -105.763256
-16.031356 0.153980 233.704907  450.892650 31.991541  50.729233   18.977713
-15.759501 0.164410 244.532949  522.667914 31.446900  43.737022  -46.936748
-15.759501 0.164410 244.532949  522.667914 31.446900  43.737022  -46.936748
-15.948151 0.164912 167.840530 -232.356183 33.827815  65.475828   -0.970750
-15.901726 0.159622 290.727368  230.237180 31.193997  46.700387 -186.487722
-15.901726 0.159622 290.727368  230.237180 31.193997  46.700387 -186.487722
-16.226083 0.167585 255.620270  110.904355 30.578016  48.171650 -134.838042
-15.958458 0.157073 172.897749 -112.592281 31.994519  63.740427  -88.465440
-16.366727 0.159592 247.683143  424.528627 31.531225  61.755762   34.501650
-15.814303 0.148678 214.904954  508.599124 28.369941  56.478363   17.151882
-15.814303 0.148678 214.904954  508.599124 28.369941  56.478363   17.151882
-16.026235 0.164670 215.637012  115.620267 31.760649  51.143476  -58.780552
-15.710652 0.149165 198.714711  316.425428 34.543902  68.651407   85.042547
-15.761996 0.156380 207.033212  145.503200 34.043970  53.722053  -58.558530
-15.761996 0.156380 207.033212  145.503200 34.043970  53.722053  -58.558530
-16.052806 0.159126 213.635564  497.394504 31.436288  58.532596  -48.856819
-15.951302 0.156479 192.171263   99.518219 33.504090  63.455851  -32.177731
-15.951302 0.156479 192.171263   99.518219 33.504090  63.455851  -32.177731
-16.006281 0.169532 220.195323  115.429519 34.780955  52.217337  -72.673937
-16.195419 0.160592 233.105101  250.577260 31.678179  56.942205  -11.142226
-16.197610 0.159501 203.546535   23.569598 34.433643  61.391665  -73.528392
-16.197610 0.159501 203.546535   23.569598 34.433643  61.391665  -73.528392
-15.917767 0.162799 250.372273  530.531824 34.022121  83.130370   49.408243
-15.808275 0.163164 214.234860  506.507224 30.442195  69.603491  -19.700188
