        e0     rho0         k0          q0        j0         l0       ksym0
-15.884043 0.165063 222.831722  -72.579407 33.272318  89.115218 -150.928850
-16.240967 0.156854 190.735042   65.007108 31.812944  32.518084  228.805901
-16.287473 0.159833 219.596283  114.549530 31.643027  45.227715   48.942684
-16.065958 0.170526 262.088955  669.258138 30.991319  66.905962  165.423579
-16.110863 0.158556 236.968890  458.327970 35.126932  86.928130  -53.253111
-16.018522 0.163577 224.101620  516.832856 31.122429  63.414177  230.637501
-15.901318 0.162475 243.546674  139.263518 33.759710  63.203309  131.212410
-16.229405 0.157997 230.855809   54.708284 32.591026  54.468156 -198.872624
-16.003882 0.161755 212.319487  -11.637428 31.804174  36.918416  123.332568
-15.737200 0.155512 197.687882   32.859859 32.236064  58.668188  -85.609361
-15.437657 0.161985 181.631205 -236.003309 33.109739  54.234199  -77.130418
-16.108435 0.160994 230.913396  122.801169 33.790286  53.750288  181.316349
-16.031610 0.165667 241.183608  634.856703 31.540986  51.883926  182.911155
-16.108097 0.162515 220.341940  701.665717 34.520410  73.542173  195.105966
-15.901896 0.165808 213.649332  -36.175727 30.902469  64.778243  -54.678511
-16.131628 0.156947 221.530041  146.577184 32.106424  49.765524  185.515640
-15.788451 0.160418 224.180411  208.228203 32.320789  58.521055  252.114293
-16.673889 0.162905 225.464121  217.997465 34.905212  47.296619   34.763658
-15.942804 0.154815 227.734986  645.202381 33.549671  57.429873  138.506755
-16.357043 0.172694 201.219634  552.124547 33.007730  51.163940   21.801793
-15.746259 0.147916 242.488747  161.022088 34.588454  61.711723 -220.046467
-15.903382 0.157212 248.019842  177.768817 33.171819  57.580592 -188.416501
-16.066306 0.163419 216.375535  475.368500 33.521527  27.315745   61.166542
-16.339683 0.165541 210.106751  530.230792 32.712428  27.299274  -11.230877
-16.181327 0.161372 171.768681 -275.687925 31.616670  79.582279 -104.765350
-16.243071 0.157994 207.672523  251.750720 29.743668  72.334499   30.988751
-15.496141 0.154284 219.462689  504.463011 34.063374  30.186760  -60.829674
-16.091487 0.163848 237.466731  174.304890 31.645325  89.393640 -156.391490
-16.091487 0.163848 237.466731  174.304890 31.645325  89.393640 -156.391490
-15.865399 0.157545 176.105394  -43.543057 32.740953  55.375284 -147.377913
-16.019944 0.160847 201.893500 -171.295698 34.107253  58.837361 -126.227285
-15.406764 0.153952 247.345459 -414.898319 34.615478  54.245130 -268.377742
-15.929843 0.150425 173.390598  349.846141 35.595012  23.402641  218.253827
-15.891198 0.160822 121.652034 -366.485399 35.171488  59.210435  -56.608959
-15.902230 0.160946 252.186668 -242.321532 33.898829  43.093241 -215.395493
-16.065234 0.163740 268.666624  758.526308 31.611231  60.179493   67.023233
-15.882835 0.157897 196.328812  -62.155176 32.811805  53.446172  -90.059722
-16.016631 0.162075 219.444478  -71.027089 34.816243  60.286113   97.178525
-15.906803 0.158788 163.928870  152.682300 33.279253  70.164450  -48.493293
-15.667099 0.157707 223.671545  433.025701 34.714766  39.588753   -3.639270
-16.281285 0.162300 223.649370  176.561642 29.640995  63.391645    3.517732
-15.846951 0.171669 240.857981  324.389978 32.054307  41.420258   57.188526
-15.920328 0.162539 244.986036  525.749032 33.742681  44.900616  -87.196754
-15.919169 0.155919 207.314467   38.294834 33.530877  66.881506 -110.162567
-16.124646 0.155463 254.311285  713.682518 32.678147  57.405189   31.509861
-16.085132 0.161209 229.810328  242.299225 34.168972  75.899988   -4.582119
-16.021113 0.163296 208.661534  140.024331 35.506702  38.947197  -37.829017
-15.970104 0.159990 234.279806  340.048104 34.589930  76.178898 -122.477613
-16.609061 0.158506 194.388736  -20.500218 31.974060  49.424622  -10.449753
-16.177677 0.165718 215.911925  645.958365 32.485515  52.271754  -12.435048
-16.311953 0.166259 252.775192  370.390132 28.561756  50.353502  -73.241758
-16.188728 0.155949 221.354729  417.291059 32.788423  33.265077  -38.551185
-15.969181 0.159604 236.466487  135.820657 32.834602  59.229984   71.498713
-15.681563 0.154005 231.561661  415.310427 31.108516  60.335829   87.618644
-15.990452 0.169545 237.381700  104.409317 31.082349  57.196328 -141.540884
-15.768601 0.156091 200.797550 1021.554318 32.790862  46.121376   74.550870
-16.181263 0.167138 232.473496  263.462159 33.178056  48.550848  -65.108578
-16.239938 0.164002 258.086500  327.548943 32.964996  65.983625  -66.103068
-16.802370 0.164728 262.075541 -135.826944 31.162694  49.378786 -170.735685
-15.825658 0.167087 205.510380  -22.320472 32.477760  52.084833  -16.874470
-15.854883 0.157205 272.479266  124.243495 32.993286  74.543440 -195.674113
-16.119867 0.158609 229.339218  587.612917 35.258261  89.306964  101.061452
-15.887919 0.158410 193.911299  -29.524008 34.166452  80.941264 -114.444070
-16.216323 0.161478 182.719865  -92.394624 28.036898  61.196118  -14.107388
-16.068949 0.170265 207.942946  272.200565 30.931670  32.914661  181.030634
-15.891206 0.161126 215.531154  257.999471 33.803755  37.108443  102.184129
-15.751760 0.166193 260.700037  246.021466 29.266433  65.777977   56.545986
-16.144076 0.156911 203.334664  275.820398 33.562514  82.520247   90.820231
-16.227264 0.168823 215.472629   59.652764 33.652089  42.616462   27.753210
-15.957804 0.164219 216.354752   24.338712 34.625173  65.555075  -20.563166
-16.196981 0.161722 190.547671 -116.353255 33.899368  70.575226  116.264675
-15.720312 0.160835 248.283061  496.135916 32.970808  53.277154 -113.658037
-16.138205 0.152872 197.740136  166.487225 32.908991  48.158020  240.799655
-15.737860 0.162586 161.912368  260.487832 31.361246  35.378769   51.263706
-16.169234 0.164456 187.603269  223.573130 30.360472  58.576714  -54.928869
-16.054709 0.152415 263.243576  351.807991 32.610779  73.530600 -121.020445
-16.057049 0.165636 190.472488  536.452493 32.363663  32.316294    6.916517
-16.188699 0.161742 219.181740   62.303522 35.204634  67.540678  -69.478701
-15.838200 0.167783 252.003137  185.066892 33.979199  52.300657   67.052174
-15.971321 0.165645 187.432820  363.977054 32.149812  46.732078  -20.028047
-16.327938 0.165249 244.503191  -46.585992 32.509494  46.129519 -136.785548
-16.232213 0.161379 272.754602  329.031159 31.476296  59.652530  -97.376042
-16.232213 0.161379 272.754602  329.031159 31.476296  59.652530  -97.376042
-15.771650 0.164199 205.323460  285.260633 31.034160  31.418793  155.874068
-15.826116 0.164060 184.224362  334.376006 29.456929  82.810634  124.192381
-16.099611 0.166520 250.244716  481.732463 30.906309  79.293285  127.588997
-15.803821 0.158531 186.522221  318.492328 31.286869  52.331132  -38.544458
-16.126283 0.164671 270.249477  319.785545 33.768844  63.200355   46.490410
-16.132451 0.155313 203.482471  480.986245 36.132103  25.297451   38.201002
-15.987871 0.162006 236.015546  172.586076 31.631799  65.614212   33.006682
-15.819431 0.156708 223.798424  -77.892249 32.477393  44.497540 -194.112062
-16.145425 0.157237 185.494800  357.249149 33.505226  54.455071  -48.394140
-16.055012 0.159541 234.871207  273.202030 34.440057  78.516530  -77.301999
-16.055012 0.159541 234.871207  273.202030 34.440057  78.516530  -77.301999
-15.693356 0.157738 238.186961  582.841381 32.954657  37.862706  -28.701962
-15.861832 0.155980 181.576738  -12.379246 31.566043  45.291261  -48.579195
-15.669056 0.165942 239.371039  506.771864 33.621114  41.470058   38.849966
-15.734764 0.164704 191.790883  370.541264 33.712452  18.737234   89.448727
-15.820576 0.170162 221.027272   84.758439 31.899730  86.359169  103.984046
-15.820576 0.170162 221.027272   84.758439 31.899730  86.359169  103.984046
-16.199637 0.153967 251.770159  632.572047 32.565895  61.516044   -8.377733
-16.199637 0.153967 251.770159  632.572047 32.565895  61.516044   -8.377733
-15.891884 0.163372 229.322849  594.734504 33.805956  42.684503  150.474125
-15.716917 0.168922 219.096091  366.152570 33.983340  29.517840   97.386804
-15.899352 0.166725 248.364402  256.334101 30.171904  71.968197   33.628908
-15.899352 0.166725 248.364402  256.334101 30.171904  71.968197   33.628908
-16.236536 0.160242 191.262355  302.666945 30.608179  71.550766  -47.730256
-16.301033 0.160274 260.783804  248.511463 32.870523  45.896248 -140.923430
-16.225260 0.162446 228.794829  714.917406 31.944612  37.991256   -7.179700
-15.860775 0.161974 168.624781 -249.563070 30.325507  54.787000 -100.681581
-16.035600 0.158540 268.414812 1038.120745 31.142527  66.259596   69.769688
-15.751400 0.155873 219.386834  262.397727 33.373850  82.574502 -104.247085
-16.085054 0.148100 210.059401  695.448264 33.025968  53.667725  -61.649475
-16.013946 0.153165 232.852166  547.024214 33.000391  77.825570  -11.917049
-16.251355 0.164643 230.163690  211.700181 35.678428  48.217452  -59.763813
-15.882169 0.165275 192.420199 -109.632999 31.833884  61.699254    7.191079
-15.907894 0.163521 236.070371   86.520465 32.621965  48.474953 -148.472730
-15.907894 0.163521 236.070371   86.520465 32.621965  48.474953 -148.472730
-16.097243 0.160052 242.462734  329.058570 32.211759  59.976483  197.570408
-15.810489 0.159403 160.625320  426.532891 32.611459  28.682668   25.475888
-15.972772 0.157719 193.635094  143.444629 31.310085  32.088910  101.201036
-16.702176 0.167816 236.676899   57.988592 32.310846  58.939895 -170.310262
-16.125529 0.160642 225.970594  345.872192 29.266549  38.657589  105.472972
-15.739117 0.164576 206.254406 -171.916190 30.070442  59.598624  223.405464
-15.524223 0.157065 228.697092  496.769869 32.088193  48.918292  105.679199
-16.134824 0.163618 274.571144  -25.206502 33.284630  55.753367 -176.443895
-16.357754 0.158974 129.326020  115.138209 33.007871  58.687273  108.630829
-15.659819 0.156614 222.272878  210.517074 30.209126  54.680961    6.781066
-16.025300 0.153922 236.082736 1030.904201 32.922586  49.478892   10.946477
-15.910216 0.160251 160.284948   86.167544 31.411860  58.256522  -48.344309
-16.224408 0.161665 250.804125  464.985451 28.782985  76.720509   -7.694154
-15.607323 0.168477 253.625482  528.198821 31.216293  47.223689  -57.442910
-15.834558 0.167271 239.470337   41.967316 31.266989  55.751994 -168.874077
-15.852353 0.159904 212.796722  160.731361 34.342272  41.551586  -74.919302
-16.519207 0.153461 204.507875  713.708611 32.928651  53.813709  183.770798
-15.905723 0.161233 223.159156  293.061108 33.961076  43.037417  -39.425017
-16.026750 0.163118 183.364499  263.088308 34.431946  35.096128  286.614885
-16.159759 0.151464 177.772402  582.470475 34.181990  48.295669  207.206577
-15.974423 0.160963 198.447236  421.274113 36.481160  30.803200  -57.183892
-15.742009 0.159944 241.522505  706.451230 30.737254  38.314308   51.902843
-15.783951 0.165280 214.443890   80.280704 31.451672  63.133032  -14.801974
-16.243715 0.165013 203.474404  -83.304282 32.106177  37.016269  126.698749
-16.243715 0.165013 203.474404  -83.304282 32.106177  37.016269  126.698749
-16.521270 0.156772 203.215568    6.448786 33.691934  50.363791   66.634025
-16.505098 0.161915 259.911273  277.142415 31.799048  52.459390 -109.035400
-16.327388 0.160333 230.709197  203.223239 34.501249  45.417969  189.245744
-16.138330 0.158665 211.678033  112.571993 32.743861  45.715046   23.817092
-16.141878 0.158064 238.981152  550.867546 35.560842  38.961517  -56.143860
-16.100857 0.162067 242.962205  466.100898 34.066354  46.713085   63.328752
-15.866660 0.158911 184.092127  187.198426 31.964082  80.117320   70.475379
-16.145989 0.157160 223.832484  461.155889 31.732582  80.645423   85.178223
-16.293775 0.164324 223.966520  -79.233466 33.841945  72.995155 -134.262112
-15.792592 0.159512 202.244553  290.089532 29.532296  53.061698  -72.244555
-15.959147 0.153821 218.111080  254.733462 31.583051  39.134725  192.733298
-15.839671 0.159041 192.520230   54.439796 32.686872  45.917321  -98.971181
-16.002145 0.162282 194.937993 -166.276614 31.310816  68.002817 -117.504855
-16.002145 0.162282 194.937993 -166.276614 31.310816  68.002817 -117.504855
-16.019622 0.155941 221.622515   43.048521 34.084032  53.300579  123.356114
-16.215667 0.156723 227.588465  619.794742 32.479131  39.002906  -47.882073
-16.215667 0.156723 227.588465  619.794742 32.479131  39.002906  -47.882073
-15.570558 0.166107 195.112362    0.606200 31.366276  53.801333 -101.826906
-15.717793 0.163627 261.422033  276.330974 33.922667  59.605030  -99.422439
-15.899147 0.167474 268.510847  515.818952 31.537832  73.070207   27.953365
-15.929350 0.157788 184.149828 -211.165272 31.420253  60.297366 -134.247930
-15.929350 0.157788 184.149828 -211.165272 31.420253  60.297366 -134.247930
-15.783420 0.151583 265.117761  816.964589 33.646405  59.314784 -118.990043
-15.821710 0.153803 240.503088  343.527481 30.920845  52.047074  129.109087
-15.683466 0.157597 209.161638  426.518526 27.177314  40.308064  -31.990162
-15.683466 0.157597 209.161638  426.518526 27.177314  40.308064  -31.990162
-16.265501 0.166781 207.215504  138.489014 30.982240  39.113545   12.815504
-15.932949 0.159501 205.670035 -162.554406 31.956366  58.263751 -214.817321
-15.091779 0.166832 248.081045  193.784574 28.267012  52.282229   44.985043
-16.381608 0.165488 179.469399 -175.466117 31.641574  52.227956    3.221985
-15.891355 0.165904 270.996282  113.593037 34.743366  46.027719 -154.987459
-16.128467 0.160761 156.444270  211.005281 27.803065  65.195024   29.419872
-16.135861 0.157897 242.062487  486.656844 33.162463  48.807049   26.199417
-15.573262 0.154307 184.905980  636.306306 35.611171  70.358563  116.020664
-15.678653 0.158948 206.896155  160.837599 33.973761  42.040433  -69.254597
-16.786141 0.164279 222.807165  218.133608 33.375006  70.353650  181.831199
-16.120578 0.167521 188.846749  -45.029970 33.972384  85.571368   -7.924744
-15.967211 0.159661 200.388573  189.488846 31.770864  74.639920  206.978865
-15.967211 0.159661 200.388573  189.488846 31.770864  74.639920  206.978865
-15.909680 0.155461 259.026766  699.624450 32.105134  48.084076  -18.418332
-16.119885 0.163558 203.714903   64.377899 30.248928  71.580453   97.685206
-16.119885 0.163558 203.714903   64.377899 30.248928  71.580453   97.685206
-15.973164 0.167032 269.728582 -141.142608 33.321870  78.351956 -219.732547
-16.110363 0.161688 252.760806  356.481994 32.298592  64.674734  -35.758090
-15.896219 0.167514 229.948739  -80.308444 34.893425  60.772262 -126.477627
-16.124514 0.164726 198.517410   47.113023 32.677216  72.787405  248.761573
-15.807144 0.161822 214.021872  260.283485 34.373643  86.789310   33.530635
-16.621441 0.160826 238.936362   18.120567 31.966364  54.025797 -125.234443
-15.713860 0.159402 237.280359  412.370232 34.678243  83.630699  -18.465916
-16.336661 0.165429 293.768386  692.647218 33.677013  58.815167 -142.112823
-16.336661 0.165429 293.768386  692.647218 33.677013  58.815167 -142.112823
-16.423586 0.164330 261.041895  396.342458 32.977373  54.716872 -102.032444
-15.918121 0.162123 194.523420  376.905315 33.089739  22.286954   69.801884
-15.918121 0.162123 194.523420  376.905315 33.089739  22.286954   69.801884
-15.846804 0.165579 248.031901  425.671151 30.820342  49.885448   92.545545
-15.889111 0.157205 220.116854  172.055164 33.003837  53.345030 -147.204230
-15.767786 0.159763 167.723077  329.877740 33.307410  25.795878    9.978225
-15.595317 0.165393 260.640261  942.372861 29.234738  45.843989  117.511609
-15.595317 0.165393 260.640261  942.372861 29.234738  45.843989  117.511609
-16.298538 0.151147 146.004958 -125.784286 29.038955  54.299813 -141.612860
-16.298538 0.151147 146.004958 -125.784286 29.038955  54.299813 -141.612860
-15.715129 0.161138 169.719406  675.120063 31.427546  41.356988   71.646189
-15.665362 0.162477 262.249128  -56.107857 33.655902  62.536204 -181.288532
-15.869327 0.177064 266.041687  405.790809 30.075011  53.444782  173.384281
-16.065493 0.160589 202.530182  -54.196183 32.084244  61.405662  158.775305
-16.424455 0.163922 287.399800  664.384009 33.476628  75.177374 -138.159502
-15.885905 0.158411 205.632650  418.868884 33.808609  28.509510   38.708836
-15.892977 0.155304 175.236051   28.186634 29.833221  77.972351 -109.710707
-15.892977 0.155304 175.236051   28.186634 29.833221  77.972351 -109.710707
-16.258876 0.162835 192.731648   -3.869360 29.904072  60.447567 -143.043356
-16.272441 0.163865 204.396855  283.963838 34.610104  34.742963  220.183046
-15.821284 0.161590 235.149390  623.137618 34.845219  89.116874   -3.960450
-16.395920 0.168077 234.653089  243.380334 32.513508  52.483518 -107.390231
-16.011560 0.161694 237.470963   82.847732 33.345647  58.153298  112.592120
-16.131365 0.156914 277.112525  165.656989 31.168806  55.419138 -137.176875
-15.840578 0.165354 256.930588  480.304021 31.607451  57.414715  104.827120
-15.851833 0.164149 234.423589  510.878182 36.305331  37.416692  -74.843824
-15.460106 0.163364 264.243581  906.762112 31.167941  47.298382   80.448182
-15.945681 0.161851 257.576110  -15.741725 34.541299  42.523138 -181.749531
-16.102120 0.167240 191.225200  124.035217 31.715015  47.194732  -29.213997
-15.849342 0.160930 288.190419  178.017155 35.563416  53.903017 -169.316615
-15.382511 0.157318 266.693229  712.744270 31.686401  57.023328  -12.006610
-15.717361 0.159333 269.869783  460.301981 33.791061  70.632946  -94.785335
-16.376218 0.161577 194.177674  187.139530 33.039793  37.277016  -32.775798
-16.004380 0.159214 226.531359  236.181149 35.082372  63.359340 -147.873209
-15.851146 0.163610 216.832601  166.122488 31.439117  49.405130  -43.860156
-15.851146 0.163610 216.832601  166.122488 31.439117  49.405130  -43.860156
-15.732134 0.166810 256.203533   -5.349695 31.531253  54.743250 -137.579727
-15.732134 0.166810 256.203533   -5.349695 31.531253  54.743250 -137.579727
-16.239278 0.159963 224.549654  139.088966 31.820639  74.405129 -111.440012
-16.118439 0.159522 233.291427  291.532216 31.719207  82.912725 -107.216979
-16.044646 0.162508 196.639588  178.989741 31.859722  39.728100  261.510488
-15.761108 0.161745 193.709069  366.894921 29.042761  80.402623   93.280109
-15.596288 0.162379 175.976894  160.366777 34.188878  28.539435   53.033765
-16.071306 0.153649 242.472624  115.260004 31.005350  49.516425 -198.139202
-16.071306 0.153649 242.472624  115.260004 31.005350  49.516425 -198.139202
-15.987099 0.160640 218.326812  132.490477 32.151749  50.833173   12.832296
-16.276766 0.167903 152.932586  480.760955 32.928928  22.371629  111.474762
-15.869818 0.157210 324.087351  232.619581 31.349704  47.812647 -181.587566
-16.199840 0.162143 192.866821  -30.849154 30.026200  64.427906   -1.219603
-16.199840 0.162143 192.866821  -30.849154 30.026200  64.427906   -1.219603
-15.913007 0.155564 242.467790  265.943962 31.022982  47.867275   66.377903
-16.022443 0.160068 213.782723  355.630952 30.942748  36.579459  -51.975923
-15.967953 0.158848 246.515935  130.992721 32.975530  52.502061 -183.198435
-16.332013 0.158620 182.259735  -49.396710 29.813358  60.108519   -5.536091
-16.180497 0.154299 193.955244  521.940708 32.781622  58.752633  -31.204813
-15.926880 0.156560 298.251986  258.930344 33.966218  76.208682 -197.272543
-16.278513 0.152185 280.921248  119.815117 31.439876  37.167275 -231.413288
-16.278513 0.152185 280.921248  119.815117 31.439876  37.167275 -231.413288
-15.907703 0.166548 236.035889  106.723625 30.914718  63.514145  226.796647
-16.100067 0.155027 242.298260 -191.346490 34.402906  73.839242 -271.318293
-15.935949 0.150612 210.881537  397.282847 32.095482  66.799717  147.678045
-16.008326 0.164360 260.642886   92.180174 32.798438  51.813382 -133.910937
-15.542079 0.165616 201.896700 -149.769065 34.564395  35.584129  168.819870
-15.944019 0.161862 207.882313  -10.243246 33.350154  51.778590 -142.556776
-15.969383 0.161692 218.205695  206.446775 31.554466  53.746350  262.637380
-15.712553 0.162508 254.985043  596.705455 29.371872  46.599634  -21.418571
-16.010294 0.160493 187.163066 -102.242017 30.729813  60.463998  -97.817373
-16.010294 0.160493 187.163066 -102.242017 30.729813  60.463998  -97.817373
-16.036883 0.167545 196.506941  465.241776 31.466740  41.948184   -7.024824
-16.289657 0.170937 203.872363   92.543487 32.513402  44.905518    5.703304
-16.289657 0.170937 203.872363   92.543487 32.513402  44.905518    5.703304
-16.099064 0.169302 266.732635  501.043586 29.995304  86.831294  -39.129067
-16.088317 0.163677 257.006156  233.396277 30.595324  55.458502  -93.519068
-16.088317 0.163677 257.006156  233.396277 30.595324  55.458502  -93.519068
-15.804087 0.164773 180.660216 -241.462395 33.006968  61.046717  -81.324385
-15.511688 0.157706 251.556084  258.066220 33.934476  39.847144 -152.682086
-16.105957 0.158958 189.332053  -90.299359 30.063927  45.161261   99.661257
-16.073808 0.160792 158.848492  365.156013 36.005780  26.349682   34.882019
-15.898114 0.161786 169.356253  383.552966 33.478864  40.487430   17.544006
-15.928762 0.164086 235.095165  476.697045 33.595110  93.284821   76.432005
-16.338790 0.163143 232.333326  241.292291 35.639574  68.804448 -145.493506
-15.899969 0.157443 242.747721  308.746182 30.230542  55.132149    9.933131
-15.708017 0.163517 207.043406 -160.665950 30.665954  53.141758 -155.861067
-15.708017 0.163517 207.043406 -160.665950 30.665954  53.141758 -155.861067
-16.036292 0.146921 207.635560  127.174341 27.128905  55.543398 -159.029049
-16.060628 0.156758 287.295748   98.047524 32.654179  67.208527 -190.706541
-16.111552 0.151325 191.973119  174.322145 32.225664  40.199041  -42.271208
-15.808556 0.151164 232.226762  560.817041 32.626866  68.816582  -20.817284
-16.263443 0.156665 247.707177   76.029921 31.460148  64.641474 -152.161338
-16.171584 0.161947 243.686269  555.149445 33.071059  80.999074   85.353275
-16.180188 0.171768 265.285005  479.343118 32.750058  52.606515  -75.473498
-16.146813 0.165137 204.701653   51.682588 31.087719  89.616034 -120.874032
-15.868182 0.162841 173.078405 -239.434222 33.472045  61.227195  -50.893673
-16.440353 0.168579 200.897084  269.469945 32.974975  56.178826  -24.530694
-15.740119 0.159005 203.548057  -54.581064 33.949498  64.768608 -116.580974
-15.583110 0.162053 282.721232  -39.820050 34.401369  47.465642 -242.561592
-16.103329 0.160309 188.422774  133.119129 34.159902  68.303036 -125.811887
-16.183030 0.165883 200.487028  577.526760 29.513601  38.188870   22.160126
-16.158166 0.165564 202.514935  -19.304148 33.150722  44.588598   48.581362
-16.101790 0.160792 197.568029  -46.434679 33.591162  54.669540   29.670203
-16.061113 0.152775 256.784106  741.995817 33.204411  71.177822  -19.679502
-15.881642 0.154771 218.593058  521.254990 30.967533  66.303583  -56.345983
-15.792759 0.154847 245.702451  762.355317 32.311462  60.613236   73.548131
-15.806932 0.161404 129.208797  154.767391 30.535422  64.494903  145.340818
-16.305380 0.160626 119.488455 -234.145558 32.166990  40.141661  103.637448
-16.064840 0.171070 207.792474  222.685981 30.644139  39.940691  -20.409628
-16.064840 0.171070 207.792474  222.685981 30.644139  39.940691  -20.409628
-15.900395 0.161904 198.928920  533.102950 36.048994  56.659789  -50.405923
-16.307594 0.163588 229.217426   58.416604 34.384968  49.431664  123.688727
-16.307594 0.163588 229.217426   58.416604 34.384968  49.431664  123.688727
-15.635042 0.154146 229.690467  320.444108 32.047312  52.078368  154.479794
-16.472020 0.155716 195.250604   55.032939 31.838218  51.414427  -70.681375
-15.678351 0.160017 264.681072  302.360396 36.280371  47.672682 -176.993280
-16.091698 0.157297 191.087902  -59.939405 35.353742  52.059680  -75.702593
-15.980047 0.162255 201.223675  398.832403 32.607618  43.089992  -48.141344
-16.153647 0.163632 245.722192  810.011660 33.582318  62.554827  166.714814
-15.760853 0.151270 180.126130  911.127094 34.487980  50.689328  133.891961
-16.294659 0.163056 274.096743  455.532407 30.989718  83.637766  -99.714162
-15.726126 0.154136 227.676909  460.155901 31.796799  70.745231  -73.190504
-15.967447 0.167297 211.900873  157.835698 32.112876  45.826103  -62.327845
-15.818604 0.162423 174.697176  -78.219604 32.614203  75.756103  -16.450021
-15.877262 0.156982 165.366713  198.601581 32.264660  16.931069   64.469289
-16.221221 0.159987 336.489700  634.185754 36.032710  78.137072 -222.124853
-16.037959 0.155598 258.781729  100.790961 31.319115  48.347574 -218.366062
-15.908633 0.155739 200.100219  551.534180 34.254079  69.036877  -32.931940
-16.227012 0.159463 232.361466   42.947271 31.500042  43.779339 -125.070458
-15.694631 0.161935 270.312239  544.938600 30.851376  56.171326  -57.946897
-15.974475 0.162912 242.553531  456.061059 31.800600  42.750118  -45.052231
-16.572913 0.162278 192.269012   75.969182 33.598929  68.416382  234.620053
-16.060879 0.166006 259.287740  343.488022 31.824242  71.071183  118.198591
-15.982895 0.160461 203.628818  109.617448 30.533956  51.620142   -1.790404
-15.838389 0.159076 229.282704  625.104009 28.050815  40.123811    1.828409
-16.409392 0.163226 238.017923   76.976048 33.907960  53.310680  -99.956240
-16.409392 0.163226 238.017923   76.976048 33.907960  53.310680  -99.956240
-16.178489 0.157191 203.218710   -8.451923 33.014484  64.595902 -119.904489
-16.605940 0.165655 192.162919   25.150309 29.920536  73.574996 -142.145926
-16.340285 0.160712 256.892096  483.883094 33.480560  70.336559 -128.244992
-16.366956 0.163465 235.374052   81.278899 33.222706  67.081094 -102.669133
-16.014337 0.161289 219.300036  532.353320 30.005470  33.718672  119.447396
-16.135001 0.159598 213.921657  128.291929 32.968198  70.377163 -160.914112
-16.100605 0.164295 220.866839  606.938560 31.341789  28.112265   37.608899
-16.100605 0.164295 220.866839  606.938560 31.341789  28.112265   37.608899
-15.987522 0.161661 207.303634  894.567327 35.232545  58.803874  173.768875
-16.185482 0.162516 196.416538  281.056051 33.349518  66.048163  -56.117621
-16.517808 0.159570 242.499822 -232.502301 31.963179  46.110459 -241.003777
-16.249484 0.163926 209.385547   -4.725328 30.876161  55.750537 -154.268433
-16.249484 0.163926 209.385547   -4.725328 30.876161  55.750537 -154.268433
-16.148904 0.168937 227.715053  133.387399 33.521187  51.408199  -13.060726
-16.148904 0.168937 227.715053  133.387399 33.521187  51.408199  -13.060726
-15.717662 0.163730 206.298916  363.083778 30.536177  79.553228   29.161802
-15.717662 0.163730 206.298916  363.083778 30.536177  79.553228   29.161802
-16.255756 0.164386 235.882453  356.118862 33.417335  83.524406  158.009249
-15.964293 0.155802 227.616109  862.730572 34.251606  57.396607  -33.987326
-16.161235 0.162547 201.029250  188.424164 28.617817  34.009477  115.904750
-16.002530 0.155406 225.644824  493.876658 33.676480  81.077426    0.149936
-15.544413 0.162989 240.104456  124.730245 31.651257  58.132400 -164.515481
-16.061375 0.164932 202.156644  217.157257 31.694091  87.027987   47.708787
-16.061375 0.164932 202.156644  217.157257 31.694091  87.027987   47.708787
-15.874213 0.162271 223.236824 -454.923399 33.714862  75.003425 -290.496262
-15.980356 0.160606 216.101228  409.754787 31.141459  69.320710  228.546039
-15.980356 0.160606 216.101228  409.754787 31.141459  69.320710  228.546039
-15.957646 0.154270 189.681591  392.743888 33.895172  82.827637  116.566207
-15.957646 0.154270 189.681591  392.743888 33.895172  82.827637  116.566207
-15.952758 0.157813 197.581769   73.726094 32.853236  58.970484 -147.300576
-15.978217 0.169465 199.577005  103.190278 32.765201  87.808441   62.831543
-16.283002 0.153440 192.056535   35.226321 31.040256  43.566150 -132.239071
-16.037437 0.163093 237.702841  265.939363 29.621379  83.302984  -80.729219
-16.195120 0.155520 213.980020  246.293211 30.364631  65.428455 -123.267278
-16.195120 0.155520 213.980020  246.293211 30.364631  65.428455 -123.267278
-16.202585 0.167740 242.512240  117.610579 32.843253  62.116480  -84.320402
-15.833458 0.160701 256.398513   68.844385 32.266266  48.566331 -187.771828
-16.037090 0.159228 251.611038  201.471097 35.572881  52.650739 -128.445429
-16.228584 0.156572 231.889645  423.537340 32.433293  45.532084   11.720249
-16.061762 0.159521 197.775660  107.221115 33.620818  44.098247  -39.597583
-16.186515 0.164328 234.868994  448.906879 30.889070  54.369469  194.855037
-15.976571 0.166513 217.296186   88.173116 31.573567  87.176767 -147.764733
-16.087571 0.165720 217.299062  396.363682 29.993567  32.151776  -11.387348
-16.213667 0.164250 232.109576  378.043067 33.202978  77.913445  -72.204427
-16.213667 0.164250 232.109576  378.043067 33.202978  77.913445  -72.204427
-16.163499 0.167875 230.018578  -93.023647 35.014342  76.876161 -143.409427
-16.198321 0.148736 195.431718  162.877350 34.433379  38.060420  -86.654064
-16.510076 0.155964 190.562461   28.046243 32.349879  60.638686  -71.374690
-15.676807 0.158794 182.400856  463.538745 35.066389  71.662333  183.406636
-16.156895 0.159069 224.067513  492.665431 31.703782  35.294097  -42.361078
-15.699895 0.157834 214.075958  877.788940 31.970438  28.132356  131.373269
