        e0     rho0         k0          q0        j0         l0       ksym0
-15.739688 0.158088 268.239353  256.353724 32.592565  30.877204 -184.822797
-15.949727 0.170639 270.855946  -79.767007 35.066303  77.457199  -96.268800
-15.895071 0.166122 245.902904  -29.201179 31.064075  77.214682   63.951341
-15.850028 0.152704 200.788899   -2.327273 35.762832  30.981550  -40.083713
-15.905500 0.158283 257.095906  383.869640 33.546757  46.502097   52.654607
-15.966175 0.151848 244.900876  125.176336 32.101203  31.561299 -196.189888
-15.816834 0.161896 242.263410  375.203571 34.682476  36.332742 -142.310026
-16.155813 0.153092 203.385280  169.215108 33.519465  25.485537  141.713188
-16.187086 0.162303 198.655310  572.752243 31.104562  57.990663  296.015042
-15.784676 0.161876 238.220107  222.589373 35.777912  88.004036  -23.702643
-15.809288 0.161895 266.173706  351.500196 30.467418  86.359427  -48.881239
-15.874360 0.161820 237.841155   17.066292 30.969830  56.541460  -95.086330
-16.115217 0.165442 260.548286  388.944263 31.112710  38.427180 -114.780651
-16.193539 0.167624 210.007429  870.347548 31.378345  60.377109  255.450489
-16.232017 0.157027 223.656575  461.048213 32.637915  26.261442    9.403781
-16.077083 0.160260 224.290121  212.315854 29.694718  38.135222 -122.548598
-15.752435 0.153931 221.252504  -74.744330 31.071226  80.301206 -176.951481
-16.127127 0.159343 250.233630  364.942889 33.996097  67.073482 -150.731672
-15.828839 0.158994 209.934988  460.918476 32.722661  19.342413   58.908627
-15.857020 0.160167 240.191343   -4.010597 31.136250  38.862898  193.878118
-16.240248 0.165230 249.435056  216.202741 32.942099  80.134426   83.383477
-16.313857 0.164582 211.428891  596.018396 32.182736  49.225925  -33.086856
-15.945093 0.164945 195.797944  615.086285 38.140594  82.429567  246.299115
-15.973359 0.160486 219.449886 -167.470765 33.073883  60.791636  -57.698286
-16.064609 0.161964 217.836627  425.946514 31.594811  42.655955  -85.903585
-15.635180 0.158462 224.220045   -1.715174 35.362542  60.534474  -63.267320
-15.858069 0.162782 226.866692  365.676974 35.128066  27.652223   20.099287
-16.014041 0.157202 218.705239  122.974918 32.199002  47.441385  -46.486860
-16.543156 0.163476 290.785816  305.269591 33.831608  54.845798 -210.271824
-15.781331 0.155101 155.376295 -116.276828 29.489495  23.401682   -3.816479
-15.719672 0.155096 267.913495  521.276383 32.462757  47.470577  -65.886340
-15.793224 0.156387 308.976591  821.111687 34.453389  48.232794 -191.359816
-15.967554 0.162196 270.571533  828.620688 30.229425  92.777128  -24.473275
-15.627124 0.155147 201.165810  289.111600 33.978172  35.373866 -111.739496
-16.289674 0.159660 210.473321  433.078616 32.845279  52.096663  -87.828440
-16.311249 0.158873 214.980460  123.024125 31.873899  36.954032    0.717153
-16.111237 0.167907 190.428463  390.493897 31.211552  62.514849  -16.439899
-15.702143 0.159958 260.813032  158.658423 34.229394  54.558172 -110.910329
-16.153360 0.153388 211.956548  499.561074 31.052262  77.710601  -41.224034
-16.576328 0.158227 219.072698 -133.111221 33.968789  49.372318  219.935571
-16.084292 0.153410 216.667688   66.300792 33.087103  37.359926  232.366582
-16.035949 0.162477 196.195591  -83.733394 31.446337  58.048832 -194.359009
-15.788155 0.164617 233.212559  743.355188 33.319724  92.532663   15.341740
-15.901004 0.159787 211.821294  414.821868 31.636120  27.311602  -75.424122
-15.945485 0.155645 223.142839  227.846686 30.505561  68.042242   45.749498
-16.008653 0.162022 256.175438  241.349647 35.413287  61.418741  -58.945677
-16.368126 0.154714 225.024126  160.136396 35.197124  57.872647  -36.488145
-16.008987 0.163919 210.184393 -191.773401 31.385106  74.981062   34.580193
-15.945421 0.160668 128.526063  172.572383 31.414310  49.759187   80.791083
-16.142074 0.158864 197.567370  192.303512 31.868937  94.254103  -89.681404
-16.319686 0.154933 246.687803  388.370498 30.458490  44.122933   43.490692
-15.868375 0.162064 209.549174  217.871774 33.966325  26.095272  -85.983143
-16.172338 0.161698 231.214391 -152.661942 34.546781  54.411707  -91.015396
-15.725930 0.156581 237.988966  875.752144 33.012651  71.359167  174.237230
-15.966867 0.164631 202.481327  -93.464276 31.274742  37.025233    6.659756
-15.909269 0.160116 251.419223  -26.754803 36.077014  30.369025 -167.583786
-16.049308 0.153585 197.762894  534.160939 30.558731  62.531794  -39.900429
-15.300553 0.161647 267.678330  371.050479 33.670611  69.876038  131.874533
-16.124342 0.155465 206.330620  551.032262 31.567560  83.650496   40.719071
-16.340315 0.154407 283.474489  451.210346 33.266176  37.805020 -201.030729
-15.538197 0.153675 209.994149  106.577213 33.254290  65.263799  118.338453
-15.906450 0.163853 240.738598  351.941126 29.222872  93.361658  -46.547643
-16.259106 0.167229 156.618103  139.999740 33.430792  78.361073  -11.571871
-16.130262 0.163301 262.448893  427.069766 31.140264  48.676765   11.530950
-15.973302 0.166568 211.709121   68.635066 31.882298  28.477702  -23.594416
-16.241141 0.157606 243.868509  285.351165 33.350207  77.320129  -62.386744
-16.127457 0.161080 250.635318  400.516816 32.174244  81.720243   28.544965
-16.595014 0.155728 175.646252  577.109436 31.416366   6.387113   32.030160
-15.996974 0.163462 203.244380 -163.372624 31.037440  36.265261  -67.606367
-15.780666 0.156921 271.021158   52.593355 33.830243  30.893027 -181.739305
-15.909230 0.154565 196.124601  122.819119 31.530027  76.884994   48.999528
-15.910204 0.166368 171.429140  469.690797 33.195862  29.483889    8.898073
-15.591305 0.163297 270.468011  909.909958 30.195314  40.570279    6.909688
-16.227662 0.162532 256.357421  296.183169 33.203604  71.018063  153.521221
-15.835385 0.153051 260.993171  365.030687 30.807407  33.799936 -147.556036
-15.853352 0.167010 251.984269 -113.826785 32.161561  54.054577  187.569162
-15.973266 0.155440 201.056381   16.633893 33.784261  32.949622   37.895755
-15.963078 0.148870 202.861575  176.849349 33.052770  53.530637  197.696193
-15.705262 0.165249 177.826373   69.454265 30.598709  54.230448  -90.786388
-16.017410 0.164115 212.450710 -221.735733 31.637900  61.427644   -2.042034
-15.815696 0.163301 207.454874  129.419166 34.769676  44.055892 -126.860786
-16.009284 0.154942 241.040625  303.481748 33.915220  29.393690 -131.234114
-16.353024 0.161808 229.798808  -79.641997 33.284993  86.508808 -125.087129
-16.199247 0.150114 234.217069  238.307169 30.599870  42.751749  209.097460
-16.202357 0.154555 210.609029  442.499402 30.811077  25.105498  147.094589
-16.006882 0.153215 233.212710  381.649528 34.458266  37.528164  -69.348669
-16.373984 0.155976 165.442646 -332.830179 30.510862  67.771045   18.984286
-15.859818 0.169279 245.915662 -223.609099 31.883993  79.962222 -117.821503
-15.785416 0.155603 256.532538  440.640204 32.184316  63.520749  -43.710583
-16.089239 0.167532 180.067579   56.361121 30.877511  28.174138   10.389962
-16.057063 0.163037 200.374632  189.715294 32.089577  93.891441  -17.218482
-15.985838 0.157477 201.872260   95.918264 33.804786  25.927738  -88.430077
-15.630489 0.152047 197.539320  362.044408 32.073371  21.161824   46.739352
-15.703953 0.162728 256.758909  347.521752 29.788691  87.909149  -43.210720
-15.835322 0.151187 230.923596  538.915686 31.416519  51.542595  133.798939
-16.307620 0.156486 215.537164   29.207658 33.051968  42.366768 -181.958492
-15.935708 0.165186 269.564698  464.271772 32.485393  84.195514   33.393369
-16.076964 0.164917 238.181229 -189.462705 31.967690  79.879880 -137.685762
-15.991526 0.158061 222.607515  -80.960012 31.888263  36.568478 -188.669978
-15.930076 0.170374 246.939878  -59.283057 33.317823  39.941220 -128.485223
-15.767798 0.158030 203.939746  245.175842 30.576188  63.138328  321.982624
-15.440189 0.159655 239.843052   13.428836 30.658563  79.425934 -152.029537
-15.854261 0.150827 211.329388  584.665548 33.955572  26.012338  -75.480754
-16.049860 0.166562 181.923784 -125.035682 28.423180  32.178098    2.942563
-15.969566 0.161670 250.420351  221.667131 35.398190  77.148729   19.078177
-16.145853 0.165452 211.675733    5.069579 31.026060  32.284553   64.992128
-16.285600 0.165689 252.806808  157.749516 31.647669  57.485093  -53.330464
-15.863374 0.158861 156.348591  357.682550 32.320999  21.389783    9.706980
-16.072870 0.158236 237.853182  241.425929 31.537212  35.120648 -114.697009
-16.184455 0.163108 267.837318  305.750339 31.464928  41.137566 -123.725672
-15.859114 0.162678 291.108750  370.569803 31.484889  44.811760 -185.971476
-15.485529 0.159968 231.587977  343.353868 31.008903  30.033685  -85.907784
-15.880974 0.161865 252.954330  520.263586 32.087538  92.348580  -48.465841
-16.233282 0.161423 280.817099  653.835459 33.849181  63.534050  -20.784300
-16.354771 0.163941 164.410036  466.298046 31.625863  41.641835   27.979960
-16.253501 0.159137 133.908636  244.164157 33.462624  39.360188   94.815507
-15.725428 0.162275 215.390800  370.284113 34.450649  34.949130  -98.310293
-15.859755 0.162878 208.295326  456.210256 30.623865  16.971538   59.882416
-15.790837 0.164142 168.978714  460.196066 34.233567  70.521921  187.578961
-16.387929 0.164130 188.639255   17.825368 29.840682  43.368031 -109.725033
-15.905769 0.163799 243.390586  460.237918 31.754104  37.914959  -91.621064
-16.433740 0.157431 218.958489  492.939908 31.611006  25.249992   58.234837
-16.106633 0.163037 193.204623  346.638549 32.764032  96.569314   69.810464
-16.108509 0.159681 267.610143  135.543196 29.304842  34.157055 -172.954369
-16.451463 0.160450 292.300803  275.576033 32.966465  40.019535 -211.288693
-16.065086 0.151776 202.274427  413.752026 33.310190  83.270428  181.638506
-15.732638 0.157066 263.363638  403.663534 32.806096  67.783301  -77.864691
-15.511218 0.159311 212.029078   47.416931 33.660042  52.918891  -12.264391
-16.053655 0.164363 160.398908  200.922297 34.220031  51.043185   22.548910
-15.825447 0.166800 244.289583   58.431650 30.544311  63.776528   10.429536
-15.367605 0.157070 214.216514  140.644075 33.060385  73.251692  160.153868
-15.611352 0.160715 225.172918  776.164085 32.788411  37.227931  182.766722
-15.920050 0.154376 247.112172  227.826055 30.263665  44.535516  -94.742046
-16.356261 0.162638 230.408520 -181.343529 35.117761  57.821703 -102.620702
-16.040136 0.167750 205.534405  277.932264 31.582199  23.014614  161.058253
-16.105482 0.156922 205.569268  214.131648 31.119231  44.210943 -117.075166
-15.853166 0.151622 254.218603  220.588095 30.295827  59.573866 -110.047103
-16.228497 0.163669 259.004926 -256.388299 33.916289  88.047880 -264.394456
-16.397124 0.160333 228.153736  180.091012 33.666056  35.576921  176.799693
-16.293256 0.151925 146.658073  -84.805885 31.757068  61.210621 -163.853824
-16.080206 0.161366 210.479073  -92.863281 31.950088  28.193985  165.426087
-15.897391 0.156018 212.522392 -280.235358 35.265795  50.561147 -154.314296
-16.010168 0.157064 189.616344   57.191285 34.040127  24.198756   11.295374
-15.556494 0.158673 293.087413  675.132209 34.304347  47.413982 -165.476395
-16.030859 0.163887 151.688944  376.522149 31.504952  19.244720   48.254952
-15.936003 0.164649 236.363794  -63.700726 34.408838  48.978222  -89.230174
-15.904556 0.162081 180.081515  215.294101 34.829000  51.884030  -64.146363
-15.876675 0.162061 223.432602   49.980495 34.437241  75.396589 -214.496287
-16.147593 0.153141 231.952708  -45.853097 34.738544  29.559429 -154.891947
-16.334154 0.167013 256.738671 -105.628764 32.574175  68.153041 -276.632840
-16.229011 0.163064 227.506480  445.732201 31.431309  32.827061  209.961533
-16.427978 0.160951 270.451053  353.867248 33.937139  43.776156 -173.923651
-16.514548 0.155785 194.882841 -155.744413 34.046158  32.212258  -89.199606
-15.661790 0.167703 211.973605  -95.594668 34.434712  47.825796 -144.906246
-16.055511 0.156471 220.491357  619.452169 28.536767  33.942402  -21.534030
-16.183501 0.160739 261.597233  362.461532 33.052445  67.337482   72.202440
-15.973007 0.153541 214.507309    1.885008 30.811668  36.361383 -109.471037
-16.104669 0.156797 309.298385  489.580323 30.861313  37.441477 -180.776247
-16.056516 0.162298 191.986985  467.444890 32.208697  86.319183  141.651956
-16.282351 0.151951 239.544647 -138.936343 33.314494  51.249890 -291.605914
-16.362641 0.162774 220.570349  428.942122 34.944784  45.341923 -101.532240
-15.911172 0.153313 284.669891  314.158565 32.693053  46.831363 -219.259139
-15.592466 0.159879 219.616099  129.045078 31.900479  42.462687  -17.451035
-16.143772 0.166742 198.441426  658.821807 33.006922   9.781404  108.789721
-15.911498 0.153166 209.120647  522.771867 36.081521  89.077935    5.777454
-15.732233 0.158169 253.176927   88.827402 32.277962  59.780307 -232.883804
-15.933187 0.164579 251.383425   80.156675 32.329326  94.752160 -179.022889
-15.765089 0.158285 238.242280  164.097955 35.848717  73.411253  -87.930323
-16.195819 0.163289 261.141036  229.803974 30.637678  61.552035   61.946626
-15.878105 0.161771 225.395488  -74.790103 33.013558  55.802041 -227.721127
-16.124871 0.159182 229.856205   83.455139 31.536963  63.905694  -92.485825
-16.187210 0.162876 187.383098   35.243723 31.480027  27.584388  311.032919
-15.585453 0.159245 271.035903  194.596921 35.252644  71.308362 -140.540210
-15.795833 0.158973 186.192973  145.717301 30.459682  21.455253  106.384247
-15.853021 0.155970 227.176528  129.351647 35.384425  47.361500 -188.408046
-16.449694 0.158200 162.837211  485.962942 34.416574  13.165393    9.573666
-16.107473 0.155824 205.838318  557.553915 33.906701  24.986965  135.171311
-16.134907 0.156506 241.605673  470.779281 31.237672  68.805059  128.633653
-16.118544 0.168348 239.430809  143.665732 31.021150  83.483320  -53.815325
-15.999669 0.162655 236.038377  -63.310409 32.007878  53.003366  138.071332
-15.925773 0.152558 199.132984   70.294474 32.833296  59.013546  166.102476
-16.043175 0.165713 244.082614  286.045106 33.180580  42.234303   52.618343
-15.767531 0.157087 184.820460  620.346611 34.915010  76.427068  204.626720
-16.179076 0.159713 189.555063  230.192354 33.774585  16.216566   41.881444
-16.040689 0.163176 181.505617 -347.634671 33.486027  66.266511   40.604431
-15.932627 0.164197 280.752634  -26.287333 32.366082  62.548409 -280.958190
-16.118310 0.159074 201.249140  228.090449 33.022999  26.278829  -69.879440
-15.525755 0.163468 213.842784   44.606644 30.063215  68.084073  -41.735866
-16.126773 0.150142 244.372453  596.257263 31.637406  65.708038   12.572110
-16.200639 0.165237 255.109476  442.263150 31.403546  92.873578  -24.438943
-16.057376 0.157149 228.004098  278.119274 31.769757  52.605767 -133.958782
-16.122149 0.163127 231.087902   63.781434 33.231741  69.528478  -32.407683
-15.302806 0.166705 231.854031  596.339961 28.686019  51.447816  -37.926212
-15.831573 0.156871 225.633961  286.669096 33.883763  71.707351  221.042931
-16.062869 0.163751 191.547728  247.936013 29.520396  40.565874  345.216843
-16.068971 0.165080 251.231171  513.496607 32.893728  35.680166  -33.172469
-16.336556 0.167107 254.473965  432.094281 31.130409  76.177472 -104.825474
-16.268158 0.153627 268.401592  577.016471 32.226527  53.126276  -56.751052
-15.992052 0.143920 259.001535  962.113790 30.729010  35.093891  -46.588099
-16.302353 0.160592 218.074563  -23.231680 29.552479  57.959976  -72.300815
-16.310797 0.151413 173.996511 -238.090792 30.833604  62.053085  -91.318182
-16.002210 0.155752 197.529791  434.411830 31.331470  18.833497  -41.953380
-16.127737 0.155002 218.892719   85.009368 31.028394  41.907180   46.190916
-16.142091 0.163601 189.951281 -186.678887 27.740267  79.758065  -32.492865
-15.966649 0.165813 181.876821 -210.619555 32.927728  36.556566   60.032997
-16.101112 0.167046 200.926863  418.100876 30.297473  24.384499  245.093400
-16.019911 0.154770 173.136579 -201.793050 32.880472  73.486763  -62.178562
-16.024254 0.155851 199.706905  112.095165 32.346172  27.297838  182.920573
-15.905996 0.158392 245.061045  201.577109 32.760765  52.969678 -176.030216
-15.790916 0.163781 233.912600  276.441387 33.150250  42.803082  -35.021424
-15.738859 0.159738 237.600680  406.187936 33.151720  87.683775    0.621347
-15.489015 0.156990 232.627203   58.935350 33.291503  57.651578  150.856355
-16.024107 0.164707 246.357340  149.485585 32.422581  67.326702  -65.846167
-15.813607 0.156544 242.207159  712.832878 31.298330  85.402978   31.934186
-16.488724 0.155088 211.247099  627.078286 33.406868  63.849084  228.173327
-16.123200 0.159815 218.468953 -132.366931 30.983730  54.584176 -118.477050
-16.243162 0.156446 210.753876   94.059834 33.944234  42.222303   -1.558398
-15.734574 0.169032 190.137301 -176.055551 31.883636  79.854966  262.744748
-15.744380 0.156773 190.865947   51.002463 30.429532  24.122626  195.964105
-15.748567 0.162379 238.142194  293.981840 33.594255  37.897018   92.716832
-15.744560 0.160390 229.341264  160.153458 32.457532  35.139248  -97.260267
-16.080847 0.162885 214.482842  -53.746872 33.106687  77.023931   33.700269
-15.798494 0.159282 251.247322  150.329151 33.695294  34.985098 -162.320821
-16.577146 0.158335 184.622696  -68.241963 34.125824  72.105826  127.928600
-16.012965 0.157146 320.599274  344.428803 31.634330  67.677291 -143.379936
-16.022687 0.163717 242.105951  219.983396 31.595872  77.849419  134.917147
-15.730542 0.156607 267.534228  634.913464 34.233077  62.723500  -28.342172
-15.999655 0.159730 211.585540  383.987099 28.381707  23.578545   33.730796
-15.876657 0.167132 203.849929   47.584069 32.513369  36.526500  -72.335102
-16.290159 0.158595 194.208035  196.003014 32.671292  26.167465  165.045016
-15.911527 0.154503 280.379562  182.393430 31.072129  69.600481 -232.543259
-15.728104 0.156401 258.888895  455.015727 35.746761  60.253170  -64.856788
-15.920137 0.164851 211.674389  246.820050 36.591480  33.097717  239.988516
-15.835538 0.158234 190.197087  617.699527 31.479797  24.047380    1.615015
-15.860672 0.158195 196.796604  142.322061 32.229513  81.383390   77.365116
-15.965221 0.155705 194.806459  127.309550 34.919090  29.359119  -85.965834
-16.045887 0.168894 226.622438  406.362725 32.447472  34.943528  234.758994
-16.160654 0.159273 213.509423  353.646440 30.316900  84.873147  -29.938535
-15.861997 0.155778 308.650384  -13.512378 30.332790  41.177647 -313.755119
-16.012864 0.160093 197.001186   91.635762 33.625688  33.796895  -89.517114
-16.122387 0.156988 243.212624  364.893562 32.598528  56.531375  206.628272
-16.209018 0.156232 187.512584  244.999373 33.853834  59.346391 -112.308620
-15.899257 0.157779 166.663358   98.973919 32.685730  78.254477  222.357473
-15.952140 0.164416 265.916268  172.785231 31.837061  57.078870 -192.506113
-16.175829 0.151962 187.839980   66.815693 33.143629  58.914566  192.724711
-15.876058 0.152765 166.049343  -84.434917 33.277427  29.898565  -23.016946
-16.820826 0.162848 228.812570  361.041750 31.609318  36.112559  -66.788295
-16.147094 0.169265 235.490165   42.885201 32.767204  45.602654 -132.405912
-16.158912 0.158360 225.506754  251.615102 32.309996  52.346438 -135.438578
-16.375500 0.157536 232.796038  287.448493 33.623340  42.191846   32.264887
-15.829915 0.155514 151.562057  -37.478437 33.262954  35.933628  -41.937353
-15.840760 0.161517 236.967390  486.257940 33.480914  47.131171 -109.048775
-16.042422 0.161500 177.931799 -264.666397 29.389535  75.183122  -35.712150
-15.813907 0.162475 172.657818  267.968948 33.120501   8.677124   74.062715
-15.924747 0.156034 195.546834  398.362086 30.417205  83.936374   84.282535
-16.538978 0.164918 247.713025  792.415812 31.299009  69.249230  190.919271
-16.064798 0.156338 236.636379  153.520251 35.752197  56.368701  112.587644
-15.971003 0.161955 246.854591  490.488047 30.422913  59.718079  189.195619
-15.994409 0.169243 216.778613  451.980938 32.981589  29.314813  -43.406506
-15.964150 0.153187 248.923121  232.240288 33.990949  33.358019 -178.083968
-16.551392 0.161707 279.448501  208.331483 34.756591  40.063868 -178.952578
-16.105327 0.155240 307.760894  515.922949 33.540431  59.083489 -219.182296
-16.387940 0.162344 224.657445  344.614588 33.013271  31.737100  109.483817
-15.778411 0.161608 238.332557  718.711632 34.505957  30.643798  -28.732499
-16.043336 0.158872 194.139369  331.884671 31.283083  57.618816  -70.043422
-16.046135 0.154100 216.675802  297.045776 32.374320  33.164643 -106.572363
-16.071240 0.160434 263.544135  348.345620 36.277390  58.890796 -176.417005
-16.241102 0.155263 225.593642  458.888366 33.067376  28.100024  -51.138428
-16.065860 0.166375 219.084170  447.036283 33.473110  22.424620   52.380465
